ticker,company_name,in_lumus,in_topix_core30,in_topix100,in_jpx_prime150,in_nikkei225,notes
3659.T,,1,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
3861.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
3863.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4004.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4005.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4021.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4041.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4042.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4043.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4061.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4062.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4063.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4151.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4183.T,,1,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4188.T,,1,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4208.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4272.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4307.T,,1,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4324.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4385.T,,1,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4452.T,,1,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4502.T,,1,1,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
4503.T,,1,1,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
4506.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4507.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4519.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
4523.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
4543.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4568.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4578.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4612.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4631.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4661.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4689.T,,1,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4751.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4755.T,,1,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4901.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
4902.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
4911.T,,1,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5019.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5020.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5101.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5108.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5201.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5214.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5233.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5301.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5332.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5333.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5401.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5406.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5411.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5631.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5703.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5706.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5707.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5711.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5713.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5714.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
5801.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5802.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5803.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
5901.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6098.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6103.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6113.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6146.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6273.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6301.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6315.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6326.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6361.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6367.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6471.T,,0,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6472.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6473.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6479.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6481.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6501.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6503.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6504.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6506.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6674.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6701.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6702.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6723.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6752.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6758.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6770.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6841.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
6857.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6861.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6869.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6902.T,,0,1,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6920.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6954.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6965.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6971.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
6981.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7004.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7011.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7012.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7013.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7201.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7202.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7203.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7211.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7267.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7269.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7270.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7272.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
7309.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
7453.T,,1,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7701.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7729.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7731.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
7733.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7735.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7741.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7751.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7752.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
7832.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
7911.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
7912.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
7951.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
7974.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8001.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8002.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8015.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
8031.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8035.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8053.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8058.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8233.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
8252.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8253.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
8267.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8306.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8308.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8309.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8316.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8331.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8354.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
8411.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8591.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8601.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
8604.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8628.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
8630.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
8725.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8750.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8766.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8795.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8801.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8802.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
8830.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9001.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9005.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9007.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9008.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9009.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9020.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9021.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9022.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9023.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9042.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9064.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9101.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9104.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9107.T,,1,0,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9201.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9202.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9301.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9302.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
9412.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
9432.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9433.T,,0,1,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9434.T,,0,1,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9501.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9502.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9503.T,,1,0,0,0,0,Company name omitted; membership flags are current-only proxy audit flags.
9504.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
9531.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
9532.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
9602.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
9613.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9735.T,,1,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
9766.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9843.T,,0,0,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9983.T,,1,1,0,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9984.T,,1,1,1,1,1,Company name omitted; membership flags are current-only proxy audit flags.
9987.T,,0,0,0,0,1,Company name omitted; membership flags are current-only proxy audit flags.
