ticker,normalized_ticker,company_name,source_in_code,notes
8411.T,8411.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
8766.T,8766.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
8801.T,8801.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
8802.T,8802.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
8591.T,8591.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
8725.T,8725.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
8750.T,8750.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6857.T,6857.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6146.T,6146.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6723.T,6723.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6920.T,6920.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7735.T,7735.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6981.T,6981.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6503.T,6503.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6702.T,6702.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6752.T,6752.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6506.T,6506.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6965.T,6965.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7729.T,7729.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6869.T,6869.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6971.T,6971.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6315.T,6315.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4062.T,4062.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7701.T,7701.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7011.T,7011.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7012.T,7012.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7013.T,7013.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6367.T,6367.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6113.T,6113.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
6481.T,6481.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1801.T,1801.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1802.T,1802.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1803.T,1803.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1812.T,1812.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1925.T,1925.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1928.T,1928.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1808.T,1808.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1721.T,1721.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
5803.T,5803.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
5802.T,5802.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7201.T,7201.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7269.T,7269.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7270.T,7270.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
5401.T,5401.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
5713.T,5713.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
1605.T,1605.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
5020.T,5020.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9101.T,9101.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9104.T,9104.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9107.T,9107.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
3407.T,3407.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4188.T,4188.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4452.T,4452.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4911.T,4911.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4183.T,4183.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9983.T,9983.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
3382.T,3382.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
7453.T,7453.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
3092.T,3092.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4661.T,4661.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4385.T,4385.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
2413.T,2413.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4689.T,4689.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4755.T,4755.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9735.T,9735.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
3659.T,3659.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4307.T,4307.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
3088.T,3088.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
3064.T,3064.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
2802.T,2802.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
2502.T,2502.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
2503.T,2503.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4502.T,4502.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4519.T,4519.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4503.T,4503.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
4523.T,4523.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9020.T,9020.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9021.T,9021.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9022.T,9022.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9201.T,9201.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9202.T,9202.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9501.T,9501.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9502.T,9502.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
9503.T,9503.T,,integration/lumus8_current_screening.py:get_tickers_lumus():jp_tickers,Company name not fetched in this audit; ticker is taken directly from the static manual code list.
